ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-08-01,-6265774.803048788,-59938399.10954343,91322928.58946429,-6265774.803048788,-6265774.803048788,17492075.840809535,17492075.840809535,17492075.840809535,17492075.840809535,17492075.840809535,17492075.840809535,0.0,0.0,0.0,11226301.037760748
2018-09-01,-7069839.333801697,-81530690.26318888,79367686.44069734,-7069839.333801697,-7069839.333801697,4891350.24964877,4891350.24964877,4891350.24964877,4891350.24964877,4891350.24964877,4891350.24964877,0.0,0.0,0.0,-2178489.0841529267
2018-11-01,-8652030.829799375,-66962102.38833302,86509760.42881927,-8652030.829799375,-8652030.829799375,19454288.847762752,19454288.847762752,19454288.847762752,19454288.847762752,19454288.847762752,19454288.847762752,0.0,0.0,0.0,10802258.017963378
2018-12-01,-9430157.79504413,-48721032.81749441,98897771.00725953,-9430157.79504413,-9430157.79504413,34144945.766603276,34144945.766603276,34144945.766603276,34144945.766603276,34144945.766603276,34144945.766603276,0.0,0.0,0.0,24714787.971559145
2019-01-01,-10234222.325797046,-111013797.76064487,39215403.99045628,-10234225.44303281,-10234219.89500112,-26000675.311163913,-26000675.311163913,-26000675.311163913,-26000675.311163913,-26000675.311163913,-26000675.311163913,0.0,0.0,0.0,-36234897.63696096
2019-02-01,-11038286.856549961,-108617795.70667571,36330141.0481386,-11038297.4577877,-11038278.148965755,-23783596.204027146,-23783596.204027146,-23783596.204027146,-23783596.204027146,-23783596.204027146,-23783596.204027146,0.0,0.0,0.0,-34821883.06057711
2019-03-01,-11764538.690778393,-118711536.18974383,32797928.834586214,-11764561.335241085,-11764520.054675918,-34072737.94248144,-34072737.94248144,-34072737.94248144,-34072737.94248144,-34072737.94248144,-34072737.94248144,0.0,0.0,0.0,-45837276.63325983
2019-04-01,-12568603.221531317,-38233820.83487416,103824559.96443452,-12568639.638611173,-12568572.647355208,48597685.143213056,48597685.143213056,48597685.143213056,48597685.143213056,48597685.143213056,48597685.143213056,0.0,0.0,0.0,36029081.92168174
2019-05-01,-13346730.186776077,-49128211.913877696,102658465.99285367,-13346784.797855644,-13346684.184331963,41076243.10924716,41076243.10924716,41076243.10924716,41076243.10924716,41076243.10924716,41076243.10924716,0.0,0.0,0.0,27729512.922471084
2019-06-01,-14150794.717528993,-86603329.52862495,67308944.99539217,-14150869.517486185,-14150730.726859884,4858227.330785632,4858227.330785632,4858227.330785632,4858227.330785632,4858227.330785632,4858227.330785632,0.0,0.0,0.0,-9292567.386743361
