ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-03-01,7555368.584118313,-13376665.620005842,4614311.152275361,7555368.584118313,7555368.584118313,-12181937.563293096,-12181937.563293096,-12181937.563293096,-12181937.563293096,-12181937.563293096,-12181937.563293096,0.0,0.0,0.0,-4626568.9791747825
2011-04-01,7658744.8374574175,-12754704.127321398,5595179.168596823,7658744.8374574175,7658744.8374574175,-11060505.30689917,-11060505.30689917,-11060505.30689917,-11060505.30689917,-11060505.30689917,-11060505.30689917,0.0,0.0,0.0,-3401760.469441752
2011-05-01,7758786.372946872,-4602884.272184841,13573992.244505797,7758786.372946872,7758786.372946872,-3594977.462993637,-3594977.462993637,-3594977.462993637,-3594977.462993637,-3594977.462993637,-3594977.462993637,0.0,0.0,0.0,4163808.909953235
2011-06-01,7862162.626308319,-4077992.342926516,14278112.126926813,7862162.626308319,7862162.626308319,-3064920.958463059,-3064920.958463059,-3064920.958463059,-3064920.958463059,-3064920.958463059,-3064920.958463059,0.0,0.0,0.0,4797241.66784526
2011-07-01,7962204.1618193975,-7268325.698802185,11256687.315106781,7962204.1618193975,7962204.1618193975,-6398503.890145408,-6398503.890145408,-6398503.890145408,-6398503.890145408,-6398503.890145408,-6398503.890145408,0.0,0.0,0.0,1563700.2716739895
2011-08-01,8065580.413948409,-8209750.8580327965,9832095.581406308,8065580.413948409,8065580.413948409,-7318331.890247403,-7318331.890247403,-7318331.890247403,-7318331.890247403,-7318331.890247403,-7318331.890247403,0.0,0.0,0.0,747248.5237010065
2011-09-01,8168956.66607742,-10481119.366568014,7532058.533566302,8168956.66607742,8168956.66607742,-9540845.330080202,-9540845.330080202,-9540845.330080202,-9540845.330080202,-9540845.330080202,-9540845.330080202,0.0,0.0,0.0,-1371888.6640027817
2011-10-01,8268998.200279233,-3725067.588846564,14491311.413265485,8268998.200279233,8268998.200279233,-2527436.8865888887,-2527436.8865888887,-2527436.8865888887,-2527436.8865888887,-2527436.8865888887,-2527436.8865888887,0.0,0.0,0.0,5741561.313690344
2011-11-01,8372374.452287773,-1381829.2603512192,16433000.378405089,8372374.452287773,8372374.452287773,-1160579.4339040548,-1160579.4339040548,-1160579.4339040548,-1160579.4339040548,-1160579.4339040548,-1160579.4339040548,0.0,0.0,0.0,7211795.018383718
2011-12-01,8472415.72574732,-16706735.143059632,1648953.9097808765,8472415.72574732,8472415.72574732,-16117617.26115844,-16117617.26115844,-16117617.26115844,-16117617.26115844,-16117617.26115844,-16117617.26115844,0.0,0.0,0.0,-7645201.535411119
