ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-08-01,55825025.41396323,-93307623.98983909,239460773.50201628,55825025.41396323,55825025.41396323,8334390.618744625,8334390.618744625,8334390.618744625,8334390.618744625,8334390.618744625,8334390.618744625,0.0,0.0,0.0,64159416.032707855
2016-09-01,56372945.2188497,-100016620.93355423,221443418.54005384,56372945.2188497,56372945.2188497,2788703.052550141,2788703.052550141,2788703.052550141,2788703.052550141,2788703.052550141,2788703.052550141,0.0,0.0,0.0,59161648.27139984
2016-10-01,56903190.19883897,-83512709.86599308,242247303.4295474,56903190.19883897,56903190.19883897,22741930.5343124,22741930.5343124,22741930.5343124,22741930.5343124,22741930.5343124,22741930.5343124,0.0,0.0,0.0,79645120.73315138
2016-11-01,57451110.01149454,-88178802.4826059,216341940.01921654,57451110.01149454,57451110.01149454,6223217.210856052,6223217.210856052,6223217.210856052,6223217.210856052,6223217.210856052,6223217.210856052,0.0,0.0,0.0,63674327.22235059
2016-12-01,57981354.99148381,-93184618.92480326,219440936.21061572,57981354.99148381,57981354.99148381,9156385.097350275,9156385.097350275,9156385.097350275,9156385.097350275,9156385.097350275,9156385.097350275,0.0,0.0,0.0,67137740.08883408
2017-02-01,59077194.61679496,-143174370.90296432,182391623.1710435,59077194.61679496,59077194.61679496,-33487833.934513822,-33487833.934513822,-33487833.934513822,-33487833.934513822,-33487833.934513822,-33487833.934513822,0.0,0.0,0.0,25589360.682281137
2017-03-01,59572089.931451604,-124334846.97941239,198560404.16814715,59572089.931451604,59572089.931451604,-31700236.22891137,-31700236.22891137,-31700236.22891137,-31700236.22891137,-31700236.22891137,-31700236.22891137,0.0,0.0,0.0,27871853.702540234
2017-04-01,60120009.74410718,-90399522.54547237,242487344.79693675,60120009.74410718,60120009.74410718,7930498.422316534,7930498.422316534,7930498.422316534,7930498.422316534,7930498.422316534,7930498.422316534,0.0,0.0,0.0,68050508.16642371
2017-05-01,60650254.72409644,-83059878.94652446,231958269.38584948,60650254.72409644,60650254.72409644,12091800.127286611,12091800.127286611,12091800.127286611,12091800.127286611,12091800.127286611,12091800.127286611,0.0,0.0,0.0,72742054.85138305
2017-06-01,61198174.53675202,-98861265.06178062,233320176.47278875,61198174.53675202,61198174.53675202,3825559.2003774685,3825559.2003774685,3825559.2003774685,3825559.2003774685,3825559.2003774685,3825559.2003774685,0.0,0.0,0.0,65023733.737129495
